Order_ID,Fuel_Cost,Labor_Cost,Vehicle_Maintenance,Insurance,Packaging_Cost,Technology_Platform_Fee,Other_Overhead,Total_Cost,Fuel_Cost_Percentage,Labor_Cost_Percentage,Vehicle_Maintenance_Percentage,Insurance_Percentage,Packaging_Cost_Percentage,Technology_Platform_Fee_Percentage,Other_Overhead_Percentage,Cost_Category,Primary_Cost_Driver
ORD000011,96.98,95.16,38.5,18.57,26.49,38.01,24.98,338.69,28.63385396675426,28.096489415099352,11.36732705423839,5.48288995836901,7.821311523812335,11.222651982638991,7.3754760990876616,Low,Fuel_Cost
ORD000012,216.69,149.83,70.51,32.56,47.04,68.56,48.47,633.6600000000001,34.196572294290306,23.64517248997885,11.127418489410724,5.138402297762207,7.423539437553261,10.819682479563172,7.6492125114414655,Medium,Fuel_Cost
ORD000013,180.78,167.73,74.93,41.22,53.87,66.15,47.35,632.03,28.603072638957013,26.538297232726293,11.855449899530088,6.521842317611506,8.523329588785343,10.466275335031566,7.491732987358196,Medium,Fuel_Cost
ORD000014,105.91,86.51,33.06,21.27,22.18,33.6,26.03,328.56000000000006,32.234599464329186,26.33004626247869,10.06208911614317,6.473703433162892,6.750669588507425,10.22644265887509,7.922449476503529,Low,Fuel_Cost
ORD000015,133.59,125.98,47.47,25.17,39.76,35.54,30.88,438.39,30.472866625607338,28.736969365177128,10.82825794383996,5.74146308081845,9.069549944113689,8.106936745819931,7.043956294623508,Low,Fuel_Cost
ORD000016,134.78,143.76,54.39,26.19,31.96,46.48,41.65,479.2099999999999,28.125456480457423,29.9993739696584,11.349930093278523,5.465244882201958,6.669309905886774,9.6992967592496,8.691387909267338,Low,Labor_Cost
ORD000017,140.86,148.11,64.17,41.91,35.77,46.01,30.69,507.52000000000004,27.75457124842371,29.183086380832286,12.643836696090794,8.2578026481715,7.047998108448929,9.065652585119798,6.047052332912988,Medium,Labor_Cost
ORD000018,247.18,199.68,88.18,47.05,57.03,74.42,37.76,751.2999999999998,32.900306136030885,26.577931585252234,11.736989218687611,6.2624783708239065,7.590842539598032,9.905497138293628,5.025955011313724,Medium,Fuel_Cost
ORD000019,160.12,127.01,59.42,29.9,28.81,48.71,26.13,480.09999999999997,33.351385128098315,26.454905228077486,12.37658821078942,6.227869193917934,6.000833159758384,10.145802957717143,5.442616121641325,Low,Fuel_Cost
ORD000020,119.6,92.84,39.11,20.36,24.47,28.94,16.17,341.49,35.022987495973524,27.186740460921254,11.452751178658232,5.962107235936631,7.165656388181206,8.474625904126036,4.735131336203111,Low,Fuel_Cost
ORD000021,172.33,132.0,78.43,51.77,36.74,57.48,35.44,564.19,30.54467466633581,23.39637356209787,13.901345291479819,9.175986812953083,6.511990641450575,10.188057214768072,6.281571810914762,Medium,Fuel_Cost
ORD000022,133.56,120.26,53.6,25.47,32.44,32.98,36.21,434.52,30.737365368682685,27.67651661603609,12.335450612169751,5.8616404308202155,7.465709288410199,7.589984350547731,8.333333333333334,Low,Fuel_Cost
ORD000023,174.67,179.16,76.76,48.72,32.34,67.85,34.09,613.59,28.46689157254844,29.198650564709332,12.509982235694844,7.940155478413924,5.270620446878209,11.057872520738602,5.55582718101664,Medium,Labor_Cost
ORD000024,221.94,166.8,70.67,47.37,43.41,52.94,35.87,639.0000000000001,34.73239436619718,26.10328638497652,11.059467918622847,7.413145539906102,6.793427230046947,8.284820031298903,5.613458528951485,Medium,Fuel_Cost
ORD000025,325.39,310.08,137.94,51.6,66.31,79.97,48.39,1019.6800000000002,31.910991683665458,30.40954024792091,13.527773419111877,5.060411109367644,6.503020555468381,7.842656519692451,4.745606464773262,High,Fuel_Cost
ORD000026,230.66,195.43,68.13,38.86,32.24,71.43,62.19,698.94,33.00140212321515,27.960912238532632,9.747617821272211,5.559847769479497,4.61269923026297,10.219761352905829,8.897759464331703,Medium,Fuel_Cost
ORD000027,113.46,98.84,51.9,34.86,25.69,29.68,18.81,373.24,30.398671096345513,26.481620405101275,13.90526202979316,9.339834958739685,6.882970742685672,7.951987996999249,5.039652770335441,Low,Fuel_Cost
ORD000028,221.65,179.41,62.91,49.09,31.36,69.15,40.51,654.08,33.88729207436399,27.429366438356162,9.61808953033268,7.505198140900196,4.794520547945205,10.572101272015656,6.1934319960861055,Medium,Fuel_Cost
ORD000029,81.46,82.75,32.12,26.44,20.69,24.39,22.9,290.74999999999994,28.017196904557185,28.46087704213242,11.047291487532245,9.093723129836631,7.116079105760965,8.388650042992262,7.876182287188308,Low,Labor_Cost
ORD000030,173.47,180.51,62.96,41.09,27.85,51.46,48.58,585.9200000000001,29.606430912069904,30.807960131075912,10.745494265428727,7.01290278536319,4.753208629164391,8.782768978700163,8.291234298197706,Medium,Labor_Cost
ORD000031,331.77,237.5,97.03,79.21,84.14,73.07,63.21,965.9300000000001,34.34720942511362,24.587703042663545,10.0452413735985,8.200387191618438,8.710776143198782,7.564730363483896,6.5439524603232115,Medium,Fuel_Cost
ORD000032,138.86,140.25,43.35,25.2,36.46,34.14,31.05,449.31,30.905165698515503,31.214528944381385,9.648127128263337,5.608599853108099,8.114664708107988,7.598317420044068,6.9105962475796225,Low,Labor_Cost
ORD000033,174.15,143.41,60.58,38.7,29.38,52.05,45.67,543.9399999999999,32.016398867522156,26.36504026179358,11.137257785785199,7.114755303893813,5.401331029157628,9.569070118027724,8.396146633819908,Medium,Fuel_Cost
ORD000034,297.78,210.17,85.1,50.22,53.89,76.29,66.51,839.9599999999999,35.45168817562741,25.02142959188533,10.131434830230011,5.978856136006477,6.415781703890662,9.082575360731465,7.918234201628651,Medium,Fuel_Cost
ORD000035,184.29,152.82,72.1,51.16,35.98,63.7,37.98,598.0300000000001,30.816179790311516,25.553901978161626,12.056251358627492,8.554754778188384,6.016420580907312,10.651639549855357,6.350851963948295,Medium,Fuel_Cost
ORD000036,201.45,176.03,59.54,31.88,36.58,46.46,43.35,595.2900000000001,33.840649095398874,29.570461455761055,10.00184783886845,5.355373011473398,6.144904164356867,7.804599438928925,7.282164995212417,Medium,Fuel_Cost
ORD000037,96.9,80.36,35.77,17.69,14.64,27.74,17.23,290.33000000000004,33.375813729204694,27.678848207212482,12.320462921503117,6.093066510522509,5.042537801811731,9.554644714635069,5.934626115110391,Low,Fuel_Cost
ORD000038,245.92,185.59,69.7,66.74,38.72,80.07,66.22,752.96,32.66043348916276,24.64805567360816,9.256799830004251,8.863684657883551,5.142371440713982,10.634031024224393,8.79462388440289,Medium,Fuel_Cost
ORD000039,139.87,116.48,47.52,34.4,23.77,36.39,29.85,428.28,32.65854114130943,27.19716073596713,11.095544970579995,8.032128514056225,5.550107406369665,8.496777808910059,6.96973942280751,Low,Fuel_Cost
ORD000040,217.42,186.59,74.26,49.85,58.98,56.13,61.65,704.88,30.844966519123822,26.47117239813869,10.535126546362502,7.072125751901033,8.367381681988423,7.963057541709227,8.746169560776302,Medium,Fuel_Cost
ORD000041,214.56,193.28,74.34,51.75,29.55,65.57,30.25,659.3,32.54360685575611,29.315941149704233,11.275595328378586,7.849234036098893,4.482026391627484,9.945396632792356,4.588199605642348,Medium,Fuel_Cost
ORD000042,228.94,205.52,67.51,35.62,51.95,53.04,54.9,697.48,32.82388025463096,29.46607788036933,9.679130584389517,5.106956471870161,7.448242243505191,7.604519125996443,7.871193439238401,Medium,Fuel_Cost
ORD000043,324.29,274.45,155.68,87.47,96.51,97.17,87.61,1123.18,28.872487045709505,24.435086094837867,13.86064566676757,7.787709895119215,8.592567531473138,8.651329261560925,7.800174504531775,High,Fuel_Cost
ORD000044,54.22,46.81,20.23,11.88,10.78,13.73,13.34,170.99,31.709456693373877,27.375869933914267,11.831101233990292,6.947774723668052,6.304462249254342,8.02970933972747,7.8016258260716995,Low,Fuel_Cost
ORD000045,205.52,203.36,71.14,51.77,55.65,56.54,33.76,677.7399999999999,30.324313158438343,30.005606869891118,10.496650632986103,7.638622480597281,8.21111340632101,8.342432201139081,4.981261250627084,Medium,Fuel_Cost
ORD000046,213.48,211.78,97.14,35.63,59.12,63.86,50.41,731.42,29.187060785868585,28.954636187142818,13.28101501189467,4.87134614858768,8.082907221569002,8.730961690957315,6.892072953979929,Medium,Fuel_Cost
ORD000047,65.31,47.07,20.49,8.42,8.99,15.02,8.54,173.84,37.56902899217672,27.07662218131615,11.786700414173952,4.843534284399448,5.17142199723884,8.64012885411873,4.9125632765761615,Low,Fuel_Cost
ORD000048,217.39,175.19,76.27,35.16,38.79,63.79,58.83,665.42,32.669592137296746,26.327732860449043,11.461933816236362,5.28388085720297,5.829400979832287,9.58642661777524,8.841032731207358,Medium,Fuel_Cost
ORD000049,138.09,153.48,58.33,35.4,33.96,37.47,24.67,481.3999999999999,28.68508516825925,31.882010801828002,12.116742833402578,7.353552139592854,7.054424594931451,7.783547985043623,5.1246364769422525,Low,Labor_Cost
ORD000050,221.86,175.04,89.87,43.33,35.22,66.9,39.84,672.0600000000001,33.011933458322176,26.045293574978423,13.372317947802278,6.447341011219236,5.240603517543076,9.954468351040086,5.928042139094724,Medium,Fuel_Cost
ORD000051,324.39,294.25,133.43,82.45,77.12,98.63,89.53,1099.8,29.495362793235135,26.754864520821968,12.132205855610112,7.496817603200583,7.01218403346063,8.967994180760138,8.140571012911439,High,Fuel_Cost
ORD000052,252.15,191.35,86.91,46.59,63.57,80.6,60.96,782.1300000000001,32.23888611867592,24.46524235101581,11.111963484331246,5.956810248935598,8.127804840627515,10.30519223147047,7.794100724943423,Medium,Fuel_Cost
ORD000053,86.54,92.64,33.33,23.89,22.33,26.89,16.28,301.9,28.665120900960588,30.685657502484272,11.040079496522027,7.9132162967870165,7.396488903610467,8.906922822126532,5.39251407750911,Low,Labor_Cost
ORD000054,151.17,162.75,71.29,40.3,26.95,46.94,42.23,541.63,27.910196997950624,30.048187877333238,13.162121743625724,7.440503664863467,4.97572143345088,8.666432804682163,7.796835478093901,Medium,Labor_Cost
ORD000055,347.68,240.83,91.98,78.74,62.39,82.95,46.58,951.1500000000001,36.55364558692109,25.319875939651997,9.670398990695475,8.278399831782577,6.559428060768544,8.721021920832674,4.897229669347631,Medium,Fuel_Cost
ORD000056,286.81,271.49,119.8,63.42,61.35,67.57,62.74,933.1799999999998,30.734692127992464,29.092993848989483,12.837823356694317,6.79611650485437,6.574294348357232,7.240832422469406,6.723247390642751,Medium,Fuel_Cost
ORD000057,257.45,236.67,90.97,47.24,41.7,70.53,41.77,786.33,32.74070682792212,30.09805043683949,11.568934162501748,6.00765581880381,5.303117011941551,8.969516615161572,5.312019126829703,Medium,Fuel_Cost
ORD000058,136.11,149.41,52.36,32.81,40.14,51.34,33.9,496.06999999999994,27.437660007660213,30.11873324329228,10.554962001330459,6.613985929405125,8.091599975809867,10.349345858447398,6.83371298405467,Low,Labor_Cost
ORD000059,285.91,212.0,86.46,52.6,62.71,80.46,49.32,829.4600000000002,34.46941383550743,25.558797289803,10.42364912111494,6.341475176620934,7.560340462469557,9.700286933667684,5.946037180816434,Medium,Fuel_Cost
ORD000060,161.38,161.34,54.81,40.65,43.61,55.64,45.16,562.59,28.685188147674147,28.6780781741588,9.742441209406495,7.22551058497307,7.751648625108872,9.88997315984998,8.027160098828631,Medium,Fuel_Cost
ORD000061,216.28,167.53,76.23,45.21,33.13,45.25,35.87,619.5,34.91202582728006,27.042776432606942,12.305084745762713,7.297820823244552,5.347861178369653,7.304277643260694,5.790153349475383,Medium,Fuel_Cost
ORD000062,209.54,189.7,86.72,36.4,34.25,72.14,33.72,662.47,31.63011155222123,28.635258955122495,13.090404093770283,5.494588434193246,5.170045436019744,10.889549715458813,5.0900418132141825,Medium,Fuel_Cost
ORD000063,314.88,279.31,115.03,49.15,47.84,76.24,71.77,954.22,32.99867954978936,29.271027645616314,12.05487204208673,5.1508037978663195,5.013518895013728,7.989771750749303,7.521326318878245,Medium,Fuel_Cost
ORD000064,208.93,161.15,77.75,53.64,30.7,58.9,49.79,640.86,32.6015042286927,25.14589769996567,12.132134943669444,8.370002808725776,4.7904378491402175,9.190774896233187,7.769247573573011,Medium,Fuel_Cost
ORD000065,211.68,182.75,85.06,61.76,58.9,67.25,56.31,723.71,29.24928493457324,25.25182738942394,11.753326608724489,8.533804977131723,8.138619060120767,9.29239612551989,7.780740904505948,Medium,Fuel_Cost
ORD000066,254.23,237.32,93.17,44.95,64.29,77.26,51.33,822.55,30.90754361436995,28.851741535468967,11.32697100480214,5.4647133912832055,7.815938240836425,9.392742082548175,6.2403501306911435,Medium,Fuel_Cost
ORD000067,76.78,49.49,22.73,10.37,17.34,21.22,13.07,211.0,36.388625592417064,23.454976303317537,10.772511848341232,4.914691943127962,8.218009478672986,10.05687203791469,6.194312796208531,Low,Fuel_Cost
ORD000068,188.09,148.19,70.52,37.21,36.14,60.07,32.01,572.2299999999999,32.869650315432615,25.896929556297298,12.323715988326374,6.502630061338974,6.315642311657902,10.49752721807665,5.59390454887021,Medium,Fuel_Cost
ORD000069,115.06,113.74,54.75,25.4,19.58,34.5,27.76,390.78999999999996,29.442923309194203,29.105145986335373,14.010082141303515,6.499654545919804,5.010363622405896,8.82827093835564,7.103559456485582,Low,Fuel_Cost
ORD000070,349.44,349.02,165.65,80.22,74.86,106.13,61.62,1186.94,29.440409793249867,29.405024685325287,13.95605506596795,6.758555613594621,6.3069742362714205,8.941479771513302,5.1915008340775435,High,Fuel_Cost
ORD000071,251.01,188.41,77.16,53.64,46.61,68.47,34.31,719.6099999999999,34.88139408846459,26.182237600922726,10.722474673781633,7.454037603702006,6.477119550867832,9.514876113450342,4.767860368810885,Medium,Fuel_Cost
ORD000072,290.61,262.17,100.92,74.47,43.87,75.51,61.03,908.5799999999999,31.985075612494224,28.854916463052238,11.107442382619032,8.196306324154175,4.828413568425455,8.310770653107047,6.7170749961478355,Medium,Fuel_Cost
ORD000073,297.86,241.29,97.22,46.85,57.87,71.94,72.12,885.15,33.65079365079365,27.259786476868324,10.983449132915325,5.292888211037678,6.537874936451448,8.1274360277919,8.147771564141673,Medium,Fuel_Cost
ORD000074,191.41,152.62,76.13,47.58,55.83,61.49,40.13,625.1899999999999,30.616292647035305,24.411778819238954,12.177098162158705,7.6104864121307125,8.930085254082758,9.835410035349256,6.418848670004319,Medium,Fuel_Cost
ORD000075,448.0,358.15,122.47,92.23,112.38,112.92,76.35,1322.5,33.875236294896034,27.081285444234403,9.260491493383743,6.973913043478261,8.497542533081285,8.538374291115312,5.773156899810964,High,Fuel_Cost
ORD000076,150.24,126.73,58.14,38.13,25.82,56.2,41.94,497.2,30.217216411906676,25.488736926790022,11.693483507642801,7.668946098149639,5.193081255028158,11.303298471440065,8.43523732904264,Low,Fuel_Cost
ORD000077,166.06,154.11,48.16,34.19,37.74,52.39,41.29,533.94,31.10087275723864,28.862793572311496,9.019740045698017,6.403341199385698,7.0682099112259795,9.811963891073901,7.733078623066262,Medium,Fuel_Cost
ORD000078,206.3,216.62,66.87,59.02,62.04,54.82,54.21,719.8800000000001,28.657554036783907,30.091126298827582,9.28904817469578,8.1985886536645,8.618103017169528,7.615158081902538,7.530421736956158,Medium,Labor_Cost
ORD000079,162.28,155.08,67.15,42.18,51.67,57.05,39.53,574.9399999999999,28.225553970849138,26.973249382544275,11.679479597871085,7.336417713152678,8.987024733015621,9.922774550387867,6.875500052179359,Medium,Fuel_Cost
ORD000080,156.1,141.39,41.43,40.62,22.25,46.13,26.23,474.15000000000003,32.92207107455446,29.819677317304645,8.737741221132552,8.566909205947484,4.692607824528102,9.72898871665085,5.532004639881894,Low,Fuel_Cost
ORD000081,254.98,239.32,107.62,56.21,42.92,84.64,77.43,863.1199999999999,29.5416628047085,27.727314857725467,12.468718138845123,6.512420057465938,4.972657336175736,9.806284178329781,8.97094262674947,Medium,Fuel_Cost
ORD000082,244.68,196.45,88.32,37.91,65.83,81.76,57.42,772.37,31.679117521395188,25.434700985279076,11.434934034206403,4.90826935277134,8.523117158874632,10.585600165723683,7.43426078174968,Medium,Fuel_Cost
ORD000083,230.16,226.5,87.68,62.67,55.99,76.45,54.86,794.31,28.976092457604715,28.51531517921215,11.038511412420846,7.889866676738302,7.048885195956239,9.624705719429443,6.906623358638315,Medium,Fuel_Cost
ORD000084,166.15,168.28,61.83,39.06,29.7,51.11,38.24,554.37,29.97095802442412,30.355177949744753,11.153200930786298,7.0458358136262795,5.357432761513069,9.21947435828057,6.897920161624908,Medium,Labor_Cost
ORD000085,247.36,198.8,101.14,68.49,59.16,69.18,64.72,808.8500000000001,30.581690053780054,24.57810471657291,12.504172590715209,8.467577424738824,7.3140879025777314,8.552883723805401,8.001483587809851,Medium,Fuel_Cost
ORD000086,193.11,184.44,67.82,37.13,37.69,59.85,32.95,612.9900000000001,31.50296089658885,30.08858219546811,11.063802019608799,6.057195060278307,6.148550547317247,9.76361767728674,5.375291603451932,Medium,Fuel_Cost
ORD000087,256.52,227.37,93.74,52.2,69.42,64.79,56.84,820.88,31.24939089757333,27.698323750121823,11.419452295097942,6.359029334372869,8.456778091803919,7.892749244712991,6.924276386317124,Medium,Fuel_Cost
ORD000088,211.51,177.6,88.89,54.09,64.86,70.67,67.69,735.31,28.764738681644474,24.153078293508862,12.088778882376142,7.356081108648055,8.82076947137942,9.610912404292069,9.205641158150984,Medium,Fuel_Cost
ORD000089,110.23,93.93,36.95,21.43,27.86,38.26,18.9,347.56,31.715387271262518,27.02554954540223,10.631257912302912,6.165841869029808,8.01588214984463,11.008171251007019,5.43791000115088,Low,Fuel_Cost
ORD000090,150.36,127.35,43.76,20.52,22.29,32.42,21.4,418.1,35.96268835206888,30.459220282229126,10.466395599138961,4.907916766323845,5.331260464003827,7.7541258072231525,5.118392729012197,Low,Fuel_Cost
ORD000091,199.51,155.69,66.85,56.4,47.75,66.88,32.39,625.4699999999999,31.897612995027742,24.891681455545434,10.687962652085632,9.017219051273443,7.634259037204023,10.692759045198013,5.178505763665724,Medium,Fuel_Cost
ORD000092,234.96,212.21,72.14,34.88,58.02,73.41,49.0,734.62,31.983882823772834,28.887043641610628,9.820043015436553,4.748032996651331,7.897960850507745,9.992921510440771,6.670115161580137,Medium,Fuel_Cost
ORD000093,256.88,214.61,74.49,49.15,43.32,61.79,72.02,772.26,33.26340869655298,27.78986351746821,9.645715173646181,6.364436847693781,5.609509750602129,8.001191308626629,9.325874705410095,Medium,Fuel_Cost
ORD000094,266.54,239.09,85.73,51.58,45.8,62.11,43.65,794.5,33.54814348646948,30.093140339836378,10.790434235368156,6.492133417243549,5.764631843926997,7.8174952800503466,5.494021397105097,Medium,Fuel_Cost
ORD000095,153.31,128.28,51.41,29.77,38.8,33.47,25.85,460.89,33.263902449608366,27.83310551324611,11.154505413439216,6.459241901538328,8.418494651652237,7.262036494608258,5.608713575907484,Low,Fuel_Cost
ORD000096,127.31,124.75,56.87,23.58,35.62,43.03,23.27,434.42999999999995,29.305066408857588,28.715788504477135,13.090716571139193,5.427801947379325,8.19924959141864,9.904932900582374,5.356444076145754,Low,Fuel_Cost
ORD000097,146.75,125.61,64.29,25.49,38.84,40.31,37.36,478.65000000000003,30.65914551342317,26.24255719210279,13.431526167345659,5.325394338242974,8.114488666039904,8.421602423482712,7.80528569936279,Low,Fuel_Cost
ORD000098,291.98,262.81,120.92,77.01,79.67,70.34,72.23,974.9599999999999,29.94789529826865,26.95597768113564,12.402560105029952,7.898785591203743,8.171617297119884,7.214654960203497,7.408509067038649,Medium,Fuel_Cost
ORD000099,122.32,113.59,49.64,27.32,29.6,46.69,22.11,411.27000000000004,29.742018625234028,27.619325503926863,12.06992972986116,6.642838038271695,7.19721837235879,11.352639385318646,5.376030345028813,Low,Fuel_Cost
ORD000100,204.3,160.98,59.28,32.2,54.18,64.03,53.0,627.9699999999999,32.53340127713108,25.634982562861286,9.439941398474451,5.127633485676069,8.627800691115818,10.196346959249647,8.439893625491665,Medium,Fuel_Cost
ORD000101,81.79,55.5,24.13,17.1,15.2,19.82,13.91,227.45,35.95955154979117,24.400967245548475,10.608925038469993,7.518135854033854,6.682787425807869,8.714003077599473,6.115629808749176,Low,Fuel_Cost
ORD000102,214.92,183.93,64.63,44.01,46.45,61.48,36.18,651.6,32.98342541436464,28.227440147329652,9.918661755678329,6.7541436464088385,7.128606507059546,9.435236341313688,5.552486187845304,Medium,Fuel_Cost
ORD000103,78.95,53.27,24.84,18.78,16.5,19.08,17.88,229.3,34.430876580898385,23.231574356737898,10.83296990841692,8.1901439162669,7.19581334496293,8.320976886175314,7.797645006541648,Low,Fuel_Cost
ORD000104,180.93,167.18,69.36,40.83,37.74,43.28,31.99,571.3100000000001,31.669321384187217,29.262571983686612,12.140519157725226,7.146732947086519,6.605870718174021,7.575571931175719,5.599411877964677,Medium,Fuel_Cost
ORD000105,277.06,251.15,101.85,52.19,40.78,80.91,52.09,856.03,32.365688118407064,29.338925037673913,11.897947501839887,6.096748945714519,4.763851734168195,9.451771550062498,6.085067112133921,Medium,Fuel_Cost
ORD000106,188.47,127.38,65.22,48.99,29.63,49.89,27.54,537.12,35.08899314864462,23.715370866845397,12.14253798033959,9.120866845397677,5.5164581471551974,9.288427167113495,5.127345844504021,Medium,Fuel_Cost
ORD000107,78.41,65.97,26.03,16.45,20.51,19.0,11.06,237.42999999999998,33.02447037021438,27.785031377669213,10.96323126816325,6.928357831781999,8.638335509413302,8.002358589900181,4.658215052857686,Low,Fuel_Cost
ORD000108,331.45,264.11,124.05,68.53,77.68,83.42,75.1,1024.34,32.35742038776188,25.783431282581958,12.11023683542574,6.6901614698244725,7.5834195677216565,8.143780385418903,7.3315500712654,High,Fuel_Cost
ORD000109,104.83,82.31,29.21,17.0,16.06,24.08,17.5,290.99,36.025292965393994,28.286195401903846,10.038145640743668,5.84212515894017,5.519090003092889,8.275198460428193,6.013952369497233,Low,Fuel_Cost
ORD000110,321.65,279.39,109.77,73.08,48.93,75.56,53.01,961.3899999999999,33.456765724627886,29.061047025660763,11.41784291494607,7.601493670622745,5.089505819698562,7.859453499620344,5.513891344823641,Medium,Fuel_Cost
ORD000111,344.3,265.61,111.73,68.52,88.66,78.84,80.71,1038.3700000000001,33.15773760798174,25.57951404605295,10.760133671042112,6.598803894565519,8.538382272215104,7.592669279736509,7.772759228406058,High,Fuel_Cost
ORD000112,270.0,242.75,107.91,37.54,42.45,84.96,53.67,839.28,32.17043179868459,28.9236011819655,12.857449242207606,4.4728815174911825,5.0579067772376325,10.122962539319417,6.394766943094081,Medium,Fuel_Cost
ORD000113,376.74,334.3,141.58,102.08,105.53,115.0,68.02,1243.25,30.30283531067766,26.889201689121258,11.387894631007441,8.210737985119646,8.488236476975668,9.249949728534084,5.471144178564247,High,Fuel_Cost
ORD000114,233.39,153.35,67.11,57.07,37.78,53.43,34.23,636.36,36.675781004462884,24.09799484568483,10.545917405242315,8.968194103966308,5.93689106794896,8.396190835376203,5.379030737318499,Medium,Fuel_Cost
ORD000115,97.51,75.81,33.79,15.65,22.21,27.9,16.58,289.45,33.68802902055623,26.191051995163246,11.673864225254793,5.406806011400933,7.6731732596303335,9.638970461219554,5.728105026774918,Low,Fuel_Cost
ORD000116,120.86,96.02,52.74,29.16,34.28,32.65,31.57,397.28000000000003,30.421868707209022,24.169351590817556,13.275271848570277,7.33991139750302,8.628674989931534,8.218385018123236,7.946536447845348,Low,Fuel_Cost
ORD000117,251.07,212.78,98.86,46.45,37.69,71.25,57.65,775.7500000000001,32.364808250080564,27.428939735739604,12.743796326135994,5.987753786658073,4.858524009023524,9.184660006445373,7.431517885916854,Medium,Fuel_Cost
ORD000118,192.48,145.74,67.42,35.32,38.43,56.97,46.98,583.34,32.99619432920766,24.98371447183461,11.557582199060581,6.054787945280625,6.587924709431892,9.766174100867419,8.053622244317207,Medium,Fuel_Cost
ORD000119,158.54,142.51,55.65,29.4,43.74,57.08,33.6,520.5199999999999,30.45800353492662,27.378390839929306,10.691231845078002,5.648197955890264,8.403135326212253,10.965957119803276,6.455083378160303,Medium,Fuel_Cost
ORD000120,258.41,234.01,98.03,40.74,67.38,65.49,46.13,810.19,31.89498759550229,28.883348350386946,12.099630950764634,5.0284501166393065,8.31656771868327,8.083289105024747,5.693726162998803,Medium,Fuel_Cost
ORD000121,110.99,108.23,38.22,22.63,23.86,40.72,33.99,378.64,29.31280371857173,28.583879146418763,10.094020705683498,5.976653285442636,6.301500105641241,10.75427847031481,8.97686456792732,Low,Fuel_Cost
ORD000122,193.75,197.05,83.82,51.77,33.64,63.14,57.06,680.23,28.483013098510796,28.968143128059626,12.322302750540256,7.610661099922085,4.945386119400791,9.282154565367597,8.388339238198844,Medium,Labor_Cost
ORD000123,159.12,122.35,54.02,35.56,32.64,36.64,28.35,468.68,33.95066996671503,26.105231714602713,11.525987880856874,7.587266365110523,6.964239993172313,7.817700776649312,6.0489033028932315,Low,Fuel_Cost
ORD000124,218.21,192.91,61.33,56.02,38.13,61.11,50.27,677.98,32.18531520103838,28.453641700345138,9.045989557214076,8.262780612997433,5.624059706776011,9.013540222425439,7.414672999203517,Medium,Fuel_Cost
ORD000125,111.35,100.65,33.78,27.14,16.53,31.61,25.44,346.50000000000006,32.13564213564213,29.047619047619044,9.748917748917748,7.832611832611831,4.77056277056277,9.122655122655122,7.341991341991341,Low,Fuel_Cost
